"sp_code","Site","Date","YYYYMMDD","Transect","TransectBin","Transect_m","species_common","species_scientific","Death","width_mm","mass_g","Notes","Measurers"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",59,90.138885306923,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_L_01","7/8/17",20170709,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",72,168.97966829768,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",56,76.4517278156667,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",72,168.97966829768,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",54,68.1620195629361,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",41,28.5803550496843,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",81,245.056268672349,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_07","7/21/2017",20170722,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",65,122.363772030669,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Whole",50,53.4639443690103,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",71,161.683296506766,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_06","7/22/2017",20170723,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Whole",57,80.8436726633709,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_01","7/8/17",20170709,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",30,10.6643000091892,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Inside",1,"0-25","Butter clam","Saxidomus gigantea","Crab",54,68.1620195629361,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",67,134.644567867169,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_06","7/23/2017",20170724,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",36,18.9591596088083,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_05","6/26/2017",20170627,"Inside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",50,53.4639443690103,"","Ginny Eckert, Tiff Stephens"
"CLAMBU","2017_L_01","7/8/17",20170709,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Whole",66,128.403891452559,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",55,72.2256497150466,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",65,122.363772030669,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_07","7/21/2017",20170722,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",65,122.363772030669,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Whole",79,226.46415444272,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Drill",61,100.138826136883,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Whole",48,47.0014316248526,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_02","8/21/2017",20170822,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Whole",73,176.497817196366,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_01","7/8/17",20170709,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",76,200.418606699425,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Inside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",70,154.605145317391,"Estimate","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_06","7/23/2017",20170724,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",83,264.664879063328,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Inside",1,"0-25","Butter clam","Saxidomus gigantea","Crab",52,60.5084764454776,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",43,33.2158819543498,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Crab",63,110.871179596928,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Crab",67,134.644567867169,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",50,53.4639443690103,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",87,307.047962181675,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_05","6/26/2017",20170627,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Crab",41,28.5803550496843,"","Ginny Eckert, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Crab",73,176.497817196366,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Whole",80,235.634961834314,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_04","7/11/17",20170712,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",34,15.8299215667678,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Inside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",59,90.138885306923,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",70,154.605145317391,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",44,35.715342474461,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",43,33.2158819543498,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",56,76.4517278156667,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Whole",36,18.9591596088083,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Whole",48,47.0014316248526,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_05","7/11/17",20170712,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",44,35.715342474461,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_L_07","7/21/2017",20170722,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",70,154.605145317391,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_05","7/11/17",20170712,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Whole",80,235.634961834314,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",44,35.715342474461,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",61,100.138826136883,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",40,26.4377418646735,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",70,154.605145317391,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_06","7/23/2017",20170724,"Inside",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",40,26.4377418646735,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Whole",62,105.411715421639,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_L_06","7/22/2017",20170723,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Whole",38,22.4865416725496,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",56,76.4517278156667,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_02","8/21/2017",20170822,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Whole",41,28.5803550496843,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_01","7/8/17",20170709,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",67,134.644567867169,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMBU","2017_L_07","7/21/2017",20170722,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Crab",69,147.741666023633,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_07","7/21/2017",20170722,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Whole",64,116.520701358479,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Crab",46,41.0941143612539,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_06","7/22/2017",20170723,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Crab",69,147.741666023633,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_02","8/21/2017",20170822,"Inside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",61,100.138826136883,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_03","8/20/2017",20170821,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",74,184.241307417809,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_06","7/23/2017",20170724,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",77,208.859581941176,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",54,68.1620195629361,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_02","8/21/2017",20170822,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Whole",42,30.8386459713703,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Crab",60,95.0490377929254,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_06","7/23/2017",20170724,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",42,30.8386459713703,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",72,168.97966829768,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",56,76.4517278156667,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",74,184.241307417809,"Estimate","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Crab",68,141.089317813852,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Inside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",50,53.4639443690103,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_06","7/23/2017",20170724,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",75,192.213710796502,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",40,26.4377418646735,"Estimate","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_02","7/14/2017",20170715,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Crab",59,90.138885306923,"","Tiff Stephens"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",81,245.056268672349,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Crab",60,95.0490377929254,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_H_03","8/20/2017",20170821,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",57,80.8436726633709,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Crab",50,53.4639443690103,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_05","6/26/2017",20170627,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",26,6.78892244358478,"","Ginny Eckert, Tiff Stephens"
"CLAMBU","2017_L_01","7/8/17",20170709,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Crab",70,154.605145317391,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",50,53.4639443690103,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Whole",80,235.634961834314,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Whole",70,154.605145317391,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_05","7/11/17",20170712,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",53,64.2574282376507,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Inside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",59,90.138885306923,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_06","7/23/2017",20170724,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",62,105.411715421639,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",70,154.605145317391,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_05","6/26/2017",20170627,"Inside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",52,60.5084764454776,"","Ginny Eckert, Tiff Stephens"
"CLAMBU","2017_L_01","7/8/17",20170709,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",78,217.540230701151,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMBU","2017_L_06","7/22/2017",20170723,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",52,60.5084764454776,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_06","7/22/2017",20170723,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Crab",52,60.5084764454776,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_06","7/23/2017",20170724,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",84,274.859449179946,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_01","7/8/17",20170709,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",74,184.241307417809,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMBU","2017_M_08","8/21/2017",20170822,"Inside",1,"0-25","Butter clam","Saxidomus gigantea","Crab",60,95.0490377929254,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Crab",42,30.8386459713703,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_01","7/8/17",20170709,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Whole",74,184.241307417809,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",65,122.363772030669,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_M_05","7/11/17",20170712,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Drill",68,141.089317813852,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",59,90.138885306923,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",47,43.9800433338082,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",47,43.9800433338082,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_04","7/11/17",20170712,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",54,68.1620195629361,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",36,18.9591596088083,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_06","7/23/2017",20170724,"Inside",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",60,95.0490377929254,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Whole",44,35.715342474461,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_L_07","7/21/2017",20170722,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",77,208.859581941176,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Whole",44,35.715342474461,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",66,128.403891452559,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Crab",55,72.2256497150466,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Whole",59,90.138885306923,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",60,95.0490377929254,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_07","7/21/2017",20170722,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Whole",75,192.213710796502,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_04","7/11/17",20170712,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Whole",73,176.497817196366,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_L_02","7/14/2017",20170715,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Whole",64,116.520701358479,"","Tiff Stephens"
