site,collection_date,YYYYMMDD,quadrat,plant,rhi_length,node1,node2,node3,node4,node5,leaf_length1,leaf_length2,leaf_length3,leaf_length4,leaf_length5,leaf_length6,leaf_length7,leaf_length8,leaf_length9,leaf_length10,leaf_width1,leaf_width2,leaf_width3,leaf_width4,leaf_width5,leaf_width6,leaf_width7,leaf_width8,leaf_width9,leaf_width10,pad_mass_g,pad_epiphyte_mass_g,rhi_mass_fw,rhi_foil,rhi_foil_dw_g,shoot_mass_fw,shoot_foil,shoot_foil_dw,xs_shoot_mass_fw,xs_shoot_foil,xs_shoot_foil_dw,xs_pad_mass_g,xs_epiphyte_pad_mass_g,iso_count,iso_fw,iso_foil,iso_foil_dw,gamm_amph_count,gamm_amph_fw,gamm_amph_foil,gamm_amph_foil_dw,caprel_count,caprel_fw,caprel_foil,caprel_foil_dw,limpet_count,limpet_fw,limpet_foil,limpet_foil_dw,gastropod_count,gastropod_fw,gastropod_foil,gastropod_foil_dw,crab_count,crab_fw,crab_foil,crab_foil_dw,polychaete_count,other_animal_notes,notes
2017_L_01,29/4/17,20170429,6,3,2.2,0.6,0.4,0.3,0.2,0.1,27.5,13.5,24.2,21.3,,,,,,,0.2,0.2,0.2,0.2,,,,,,,0.4765,0.4826,0.1405,0.7681,0.7872,0.3563,0.4516,0.5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,6,4,2.1,0.2,0.2,0.2,0.2,0.2,11.3,12.6,12.1,4.3,,,,,,,0.2,0.2,0.2,0.2,,,,,,,0.5978,0.6039,0.1160,0.7080,0.7266,0.1562,0.4845,0.5089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,6,5,1.7,0.2,0.4,0.2,,,6.5,17.0,9.6,,,,,,,,0.2,0.2,0.2,,,,,,,,0.5716,0.5787,0.0403,0.7441,0.7502,0.0905,0.4864,0.4986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,7,1,0.9,0.5,,,,,14.9,10.1,13.3,10.2,,,,,,,0.2,0.2,0.2,0.2,,,,,,,0.5607,0.5660,0.0353,0.7200,0.7251,0.1576,0.5592,0.5867,1.4462,0.7128,0.9220,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
2017_L_01,29/4/17,20170429,7,2,1.0,0.2,0.2,0.1,,,4.4,15.6,13.1,20.5,,,,,,,0.2,0.2,0.2,0.2,,,,,,,0.5186,0.5240,0.0743,0.6747,0.6868,0.2133,0.5692,0.6033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,7,3,3.0,1.0,0.5,0.4,0.3,,22.4,22.1,10.5,24.8,,,,,,,0.1,0.3,0.3,0.3,,,,,,,0.5202,0.5286,0.1733,0.7145,0.7414,0.4111,0.5716,0.6415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,7,4,2.0,0.5,0.3,0.3,,,11.0,15.5,12.9,15.8,20.5,,,,,,0.3,0.2,0.2,0.2,0.3,,,,,,0.4851,0.4925,0.2463,0.7391,0.7774,0.4432,0.5953,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,7,5,4.0,0.5,0.4,0.2,0.1,0.1,16.5,25.0,17.7,14.5,,,,,,,0.2,0.2,0.2,0.3,,,,,,,0.5153,0.5217,0.1542,0.7153,0.7394,0.2983,0.4829,0.5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,8,1,2.7,0.2,0.2,0.3,0.2,0.2,13.9,10.1,14.0,5.2,,,,,,,0.2,0.2,0.2,0.2,,,,,,,0.5690,0.5749,0.1723,0.7677,0.7866,0.1102,0.7235,0.7436,0.0243,0.7275,0.7305,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2017_L_01,29/4/17,20170429,8,2,2.8,0.2,0.2,0.1,0.1,,12.0,15.5,,,,,,,,,0.1,0.1,,,,,,,,,0.5045,0.5105,0.1376,0.7662,0.7863,0.0814,0.5917,0.6058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,8,3,2.9,0.2,0.2,0.1,0.1,0.1,13.5,18.1,15.3,11.0,,,,,,,0.2,0.2,0.2,0.2,,,,,,,0.5619,0.5680,0.2393,0.8165,0.8547,0.2511,0.6517,0.6942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,8,4,2.1,0.6,0.5,0.3,0.2,,9.0,23.2,22.9,15.1,5.4,22.0,,,,,0.2,0.2,0.2,0.1,0.2,0.2,,,,,0.5282,0.5351,0.2526,0.7099,0.7378,0.4114,0.5864,0.6533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,8,5,5.0,0.3,0.2,0.1,0.1,0.2,16.0,11.1,15.4,12.0,,,,,,,0.1,0.1,0.2,0.2,,,,,,,0.5445,0.5510,0.3404,0.7255,0.7666,0.1714,0.4687,0.5023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,1,1,5.0,1.8,1.5,1.1,0.6,,42.4,40.2,15.7,33.2,7.1,43.4,38.4,,,,0.4,0.5,0.5,0.5,0.4,0.4,0.4,,,,0.6532,0.6681,1.1870,0.8743,1.0290,1.7605,1.2718,1.5444,10.9598,1.6558,3.1079,,,2,0.1128,0.3752,0.413,,,,,1,0.0173,0.3960,0.3970,3,0.0154,0.3732,0.3767,,,,,,,,,5,,
2017_L_02,29/4/17,20170429,1,2,3.3,0.6,0.9,0.6,0.5,0.5,16.4,25.4,15.8,15.3,21.1,4.1,23.7,5.3,,,0.3,0.3,0.4,0.4,0.4,0.3,0.4,0.4,,,0.7615,0.7666,0.5909,0.8484,0.9260,0.8602,1.2090,1.3535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,1,3,5.0,1.1,1.1,0.7,0.7,0.7,25.7,27.2,13.5,24.7,29.4,3.4,,,,,0.3,0.4,0.4,0.4,0.4,0.1,,,,,0.7363,0.7409,0.9415,0.9620,1.0944,0.8732,1.3144,1.4494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,1,4,3.0,0.2,1.0,0.6,0.4,0.3,23.7,26.2,3.1,14.8,25.6,24.7,,,,,0.3,0.4,0.3,0.4,0.4,0.4,,,,,0.6625,0.6682,0.7979,0.9574,1.0504,0.6780,1.2024,1.3096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,1,5,3.1,0.9,0.7,0.4,0.3,0.3,25.8,18.7,8.8,27.3,24.6,,,,,,0.4,0.4,0.3,0.4,0.4,,,,,,0.7480,0.7525,0.5809,1.1314,1.2074,0.6480,1.1932,1.3153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,2,1,4.1,0.7,1.3,0.8,0.4,0.4,2.3,27.6,24.5,8.0,28.6,22.2,,,,,0.2,0.3,0.3,0.3,0.4,0.4,,,,,0.6878,0.6889,0.3576,1.1071,1.1689,0.4809,1.2338,1.3454,3.4432,1.4064,2.0851,,,2,0.1679,0.447,0.5128,,,,,,,,,,,,,,,,,,,,,3,,
2017_L_02,29/4/17,20170429,2,2,5.0,0.5,1.5,0.9,0.5,0.6,7.1,19.7,31.4,31.6,29.2,,,,,,0.3,0.3,0.3,0.3,0.3,,,,,,0.6699,0.6707,0.4245,1.1225,1.1916,0.3743,1.1996,1.3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,2,3,5.0,0.8,1.1,0.7,0.7,0.7,8.6,21.9,33.4,29.8,30.8,,,,,,0.3,0.3,0.3,0.3,0.3,,,,,,0.7140,0.7158,0.4944,1.1019,1.1855,0.4242,1.1960,1.3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,2,4,3.4,0.9,0.6,0.3,0.4,0.2,5.9,18.1,26.0,24.7,5.6,20.0,17.6,,,,0.3,0.3,0.3,0.3,0.2,0.2,0.2,,,,0.7125,0.7128,0.4289,1.1370,1.2040,0.3901,1.2181,1.3141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,2,5,5.0,1.0,2.5,,,,2.7,4.6,11.3,27.1,23.8,24.9,16.0,20.5,,,0.3,0.2,0.4,0.4,0.4,0.3,0.3,0.4,,,0.7106,0.7119,0.4152,1.1638,1.2178,0.5213,1.2944,1.4347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,3,1,4.6,0.5,1.5,0.9,0.8,0.6,24.2,33.0,6.4,19.0,31.2,6.1,35.6,,,,0.3,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.6294,0.6309,1.0886,0.9176,1.0563,1.1584,1.2819,1.4682,7.0592,1.5445,2.4833,,,,,,,,,,,,,,,2,0.0126,0.4846,0.4873,,,,,,,,,3,,
2017_L_02,29/4/17,20170429,3,2,4.3,0.2,0.8,0.7,0.7,0.5,25.7,10.8,20.9,33.9,,,,,,,0.4,0.4,0.5,0.5,,,,,,,0.7539,0.7576,0.8076,0.9838,1.0866,0.6516,1.1939,1.2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,3,3,5.0,0.9,1.2,0.7,0.7,0.7,30.0,24.7,9.4,20.2,31.2,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6954,0.6976,1.0428,0.7376,0.9256,0.9039,1.1151,1.2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,3,4,5.0,1.7,1.9,1.0,,,24.8,21.5,11.8,21.3,25.3,25.5,,,,,0.4,0.4,0.5,0.3,0.5,0.4,,,,,0.6732,0.6745,0.6125,0.8615,0.9383,0.9096,1.2479,1.3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,3,5,2.4,0.8,0.6,0.2,0.3,0.3,17.5,11.2,18.5,17.9,,,,,,,0.3,0.3,0.3,0.3,,,,,,,0.7569,0.7580,0.3019,0.7966,0.8398,0.3731,1.3635,1.4261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,4,1,5.0,0.6,1.1,1.0,0.5,0.5,18.0,12.2,17.7,18.9,,,,,,,0.3,0.4,0.4,0.3,,,,,,,0.6474,0.6485,0.6774,0.8389,0.9499,0.3828,1.2960,1.3746,3.4621,1.7456,2.2595,,,1,0.0163,0.4375,0.4422,,,,,,,,,,,,,,,,,,,,,2,,
2017_L_02,29/4/17,20170429,4,2,5.0,0.5,1.0,0.7,0.6,0.7,20.9,18.1,5.0,10.2,20.6,,,,,,0.3,0.3,0.3,0.4,0.3,,,,,,0.7323,0.7331,0.7307,0.8908,0.9991,0.3394,1.4318,1.4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,4,3,5.0,1.0,1.7,1.3,1.0,,21.1,17.3,6.9,15.4,22.1,,,,,,0.3,0.3,0.4,0.3,0.3,,,,,,0.6649,0.6667,0.5938,0.8530,0.9332,0.5053,1.2752,1.3701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,4,4,5.0,0.5,1.3,1.3,0.7,0.5,21.6,19.0,5.6,14.6,22.8,,,,,,0.3,0.3,0.4,0.3,0.3,,,,,,0.6128,0.6129,0.6309,0.8744,0.9655,0.4586,1.2475,1.3278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,4,5,5.0,0.4,0.6,0.3,0.1,0.1,14.4,12.2,8.0,12.4,16.9,,,,,,0.3,0.2,0.2,0.2,0.3,,,,,,0.6097,0.6107,0.4895,0.8331,0.8952,0.2343,1.3163,1.3588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,5,1,4.1,1.2,0.9,0.5,0.3,0.2,20.4,20.5,27.1,5.1,16.9,29.8,,,,,0.3,0.3,0.3,0.3,0.3,0.3,,,,,0.6725,0.6752,0.4262,0.8965,0.9832,0.5128,1.3878,1.4911,4.4036,1.7525,2.3984,,,,,,,,,,,1,0.0003,0.4155,0.4156,,,,,2,0.0011,0.5255,0.5260,,,,,4,"2 bivales, 1 brittle star",
2017_L_02,29/4/17,20170429,5,2,5.0,0.8,1.6,1.3,1.4,,31.2,26.4,9.7,19.3,30.0,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.7098,0.7147,0.8243,0.8696,1.0128,0.7687,1.4696,1.6044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,5,3,5.0,1.5,1.9,1.1,,,28.8,24.0,13.2,30.9,7.2,27.7,2.7,,,,0.3,0.4,0.3,0.3,0.2,0.3,0.3,,,,0.6740,0.6758,0.4424,1.0959,1.2003,0.6479,1.3070,1.4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,5,4,5.0,1.1,1.1,1.0,0.8,0.5,26.6,28.9,28.1,12.6,25.0,,,,,,0.3,0.3,0.3,0.3,0.3,,,,,,0.6632,0.6660,0.4360,0.9134,0.9857,0.4863,1.4023,1.5105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,5,5,3.0,0.2,0.5,0.3,0.3,0.3,16.6,19.2,20.0,9.2,,,,,,,0.2,0.2,0.2,0.2,,,,,,,0.5823,0.5828,0.2754,0.8528,0.9008,0.2458,1.5469,1.5963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,6,1,5.0,1.1,1.4,1.0,1.5,,28.6,28.7,10.6,23.3,30.8,,,,,,0.4,0.4,0.4,0.5,0.5,,,,,,0.6321,0.6325,1.0354,0.9110,1.0749,1.0446,1.5655,1.7351,2.0783,1.4345,1.7089,,,,,,,1,0.0004,0.3193,0.3195,1,,,,,,,,2,0.0032,0.5051,0.5071,,,,,3,2 bivalves,
2017_L_02,29/4/17,20170429,6,2,3.4,0.9,0.7,0.6,0.4,0.3,11.2,13.2,5.8,14.5,11.6,,,,,,0.2,0.3,0.3,0.3,0.3,,,,,,0.7293,0.7296,0.2578,0.8287,0.8661,0.2946,1.4816,1.5351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,6,3,4.2,0.6,0.8,0.6,0.4,0.2,20.5,18.9,10.3,3.3,18.8,10.0,,,,,0.3,0.3,0.4,0.3,0.4,0.4,,,,,0.6343,0.6352,0.6717,0.8889,0.9713,0.4341,1.4293,1.4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,6,4,5.0,1.1,0.8,0.6,0.5,0.5,16.2,21.4,11.8,18.8,24.1,,,,,,0.3,0.3,0.3,0.3,0.3,,,,,,0.5959,0.5999,0.7168,1.0085,1.0913,0.4142,1.1817,1.2515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,6,5,2.0,0.3,0.5,0.4,0.5,,13.5,11.0,4.1,16.9,,,,,,,0.3,0.4,0.3,0.4,,,,,,,0.7064,0.7067,0.2438,0.9173,0.9611,0.2573,1.1089,1.1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,7,1,5.0,1.5,1.0,0.7,0.3,0.3,38.6,40.0,43.8,45.4,,,,,,,0.5,0.6,0.6,0.6,,,,,,,0.7113,0.7135,0.8524,1.1031,1.2439,1.7185,1.0981,1.3874,8.9316,1.2801,2.2525,,,,,,,,,,,2,0.0008,0.4873,0.4875,3,0.0290,0.4993,0.5069,,,,,,,,,4,,
2017_L_02,29/4/17,20170429,7,2,5.0,1.6,1.5,1.6,,,34.6,35.4,6.3,18.1,33.2,37.6,,,,,0.4,0.5,0.5,0.5,0.5,0.5,,,,,0.6993,0.7009,0.7551,1.1472,1.2559,1.3791,1.2552,1.4684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,7,3,5.0,1.4,1.7,1.0,0.7,,26.4,33.0,28.8,36.2,19.6,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.7011,0.7014,0.5521,1.1838,1.2614,0.9836,1.2404,1.3980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,7,4,5.0,0.2,0.9,0.4,0.6,0.3,23.7,8.7,28.8,16.9,7.6,25.8,19.0,,,,0.3,0.3,0.4,0.4,0.4,0.4,0.3,,,,0.6835,0.6840,0.6359,1.0670,1.1508,0.8208,1.1758,1.2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,7,5,5.0,0.7,2.0,1.0,,,34.4,35.0,27.4,36.4,,,,,,,0.4,0.5,0.5,0.4,,,,,,,0.6725,0.6740,0.7162,1.1273,1.2229,1.2186,1.1175,1.3220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,8,1,5.0,0.5,1.9,1.2,1.0,,31.2,21.8,9.2,33.2,25.7,22.4,,,,,0.3,0.3,0.4,0.4,0.3,0.3,,,,,0.5674,0.5938,0.5706,0.9936,1.0787,0.8205,1.0722,1.2092,2.7183,1.3624,1.7153,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,
2017_L_02,29/4/17,20170429,8,2,3.9,0.3,0.3,0.2,0.6,0.3,16.0,10.4,16.8,19.9,,,,,,,0.2,0.2,0.3,0.2,,,,,,,0.6677,0.6677,0.2388,1.0283,1.0562,0.2153,1.1075,1.1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,8,3,3.6,1.1,0.7,0.6,0.5,0.2,41.1,30.2,16.3,27.5,18.6,,,,,,0.3,0.3,0.3,0.4,0.3,,,,,,0.7158,0.7170,0.3788,1.3798,1.4361,0.6888,1.2821,1.3891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,8,4,3.1,1.0,0.7,0.4,0.3,0.1,24.4,29.4,22.7,12.4,30.4,,,,,,0.2,0.3,0.3,0.3,0.3,,,,,,0.6989,0.7225,0.4160,1.3207,1.3946,0.5626,1.1982,1.2974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_02,29/4/17,20170429,8,5,2.1,0.6,0.4,0.3,0.1,0.1,8.3,16.8,19.6,18.9,11.6,22.1,,,,,0.2,0.2,0.2,0.2,0.3,0.3,,,,,0.7007,0.7010,0.1979,1.3772,1.4176,0.3690,1.1208,1.1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,1,1,5.0,2.4,2.2,,,,44.2,29.2,55.0,55.1,42.3,14.9,12.0,64.1,,,0.5,0.4,0.5,0.6,0.6,0.4,0.5,0.6,,,0.7129,0.7285,0.9176,1.0618,1.1594,3.2502,1.1205,1.5612,15.1512,1.2462,2.8059,,,3,0.2681,0.4361,0.4939,3,0.0123,0.5371,0.5383,2,0.0052,0.4786,0.4792,3,0.0278,0.4477,0.4611,,,,,,,,,5,,
2017_L_03,25/5/17,20170525,1,2,4.2,0.8,1.3,0.8,0.3,0.4,36.3,15.9,52.2,26.4,53.1,47.1,,,,,0.4,0.4,0.5,0.5,0.5,0.5,,,,,0.6560,0.6715,0.7818,1.0304,1.0993,2.0089,1.3336,1.5928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,1,3,5.0,1.1,0.9,0.7,0.4,0.4,28.1,18.2,8.5,63.0,59.1,29.5,42.3,,,,0.4,0.3,0.3,0.5,0.5,0.4,0.4,,,,0.7350,0.7503,1.0627,1.3395,1.4214,1.8212,1.2862,1.5176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,1,4,5.0,2.6,2.0,,,,52.3,11.7,62.1,65.0,33.1,72.4,,,,,0.6,0.6,0.6,0.6,0.7,0.4,,,,,0.6791,0.6949,1.1738,1.3892,1.4968,2.9496,1.3180,1.6957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,1,5,2.1,0.5,1.0,,,,36.9,42.3,14.9,54.6,11.7,32.1,,,,,0.3,0.4,0.3,0.5,0.4,0.4,,,,,0.6129,0.6222,0.2024,1.1139,1.1306,1.1998,1.2400,1.3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,2,1,5.0,0.5,0.5,0.4,0.9,1.0,14.2,24.4,6.0,22.6,20.6,,,,,,0.3,0.2,0.3,0.3,0.3,,,,,,0.6780,0.6842,0.4968,1.1426,1.1889,0.2963,1.3342,1.3756,9.8574,1.2418,2.2676,,,,,,,,,,,,,,,1,0.0311,0.6008,0.6131,2,0.1395,0.5342,0.6073,,,,,3,,
2017_L_03,25/5/17,20170525,2,2,5.0,1.5,1.9,1.0,,,26.1,50.2,25.2,5.1,42.1,40.1,,,,,0.5,0.4,0.5,0.5,0.5,0.4,,,,,0.7012,0.7296,0.9644,1.2885,1.3798,1.5245,1.1746,1.3938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,2,3,5.0,2.5,1.5,1.0,,,35.2,51.3,11.1,33.2,52.3,54.0,,,,,0.4,0.5,0.4,0.5,0.5,0.4,,,,,0.6641,0.6951,1.0354,1.4282,1.5298,1.8484,1.2820,1.5458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,2,4,5.0,1.0,0.3,0.3,0.4,0.5,25.2,33.2,13.2,29.2,34.1,,,,,,0.3,0.4,0.4,0.4,0.4,,,,,,0.7198,0.7369,0.6134,0.9893,1.0555,0.7934,1.4713,1.5915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,2,5,1.5,0.6,0.5,0.3,,,22.5,30.1,43.0,35.3,17.1,36.1,,,,,0.2,0.3,0.4,0.4,0.4,0.4,,,,,0.7236,0.7439,0.4187,0.9974,1.0289,0.9711,1.2485,1.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,3,1,5.0,1.4,2.0,1.2,,,42.1,52.0,56.1,8.3,42.1,63.9,,,,,0.3,0.4,0.4,0.4,0.5,0.4,,,,,0.7308,0.7426,0.6807,1.0397,1.1092,1.7264,1.3508,1.6068,9.1342,1.0626,2.0531,,,,,,,3,0.0064,0.5228,0.5251,2,0.0017,0.4938,0.4944,1,0.0231,0.5468,0.5546,,,,,,,,,5,,
2017_L_03,25/5/17,20170525,3,2,5.0,0.8,0.5,0.5,0.3,0.4,12.0,6.7,25.0,17.7,5.3,27.1,19.6,,,,0.3,0.3,0.4,0.4,0.4,0.4,0.3,,,,0.7381,0.7446,0.9406,1.0096,1.1220,0.6282,1.1106,1.2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,3,3,5.0,0.6,0.4,0.3,0.2,0.3,19.5,26.7,17.3,29.2,14.4,,,,,,0.2,0.2,0.3,0.3,0.3,,,,,,0.6562,0.6609,0.3603,1.1949,1.2383,0.4322,1.1930,1.2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,3,4,4.5,0.7,0.2,0.4,0.3,0.3,29.2,17.1,30.4,,,,,,,,0.3,0.3,0.3,,,,,,,,0.6582,0.6647,0.5701,0.9926,1.0749,0.4072,1.1278,1.1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,3,5,5.0,1.1,0.7,0.4,0.3,0.3,13.4,24.2,42.1,6.1,4.3,26.2,43.1,36.0,,,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.3,,,0.6718,0.9698,0.7052,1.1650,1.2400,1.0664,1.1631,1.3153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,4,1,4.5,1.2,1.3,0.9,0.4,0.3,40.2,3.7,24.2,39.0,9.0,16.0,33.0,,,,0.5,0.3,0.4,0.4,0.2,0.3,0.3,,,,0.6706,0.6917,0.4538,1.1736,1.2202,0.9773,1.0926,1.2212,7.3072,0.9498,1.8253,,,,,,,3,0.0115,0.3845,0.3866,3,0.0434,0.5590,0.5642,2,0.0563,0.3833,0.3998,,,,,,,,,5,,
2017_L_03,25/5/17,20170525,4,2,1.9,0.4,0.5,0.4,0.3,,26.8,9.1,23.8,,,,,,,,0.2,0.3,0.3,,,,,,,,0.6901,0.6936,0.1709,1.1838,1.2074,0.2372,1.0608,1.0966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,4,3,5.0,1.0,1.1,0.8,0.5,0.3,50.8,10.0,33.9,45.5,35.7,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6798,0.6936,0.5662,1.2173,1.2807,1.1271,1.2163,1.3674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,4,4,4.4,1.9,1.2,0.6,0.3,0.1,43.9,11.1,39.4,15.7,12.8,11.6,28.6,33.6,,,0.4,0.4,0.3,0.3,0.3,0.5,0.3,0.4,,,0.6315,0.6414,0.5073,0.9651,1.0240,1.4966,1.4566,1.6631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,4,5,5.0,0.4,0.3,0.4,0.4,0.4,22.4,18.5,28.6,4.3,,,,,,,0.3,0.3,0.3,0.2,,,,,,,0.6709,0.6737,0.4509,1.0492,1.1063,0.3075,1.3155,1.3624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,5,1,2.8,1.2,0.7,0.4,0.2,,10.5,12.0,21.9,9.4,28.6,35.2,36.8,25.7,,,0.4,0.3,0.2,0.2,0.3,0.4,0.5,0.4,,,0.6634,0.6694,0.2804,0.9868,1.0179,0.8948,1.2664,1.3998,2.2281,0.8905,1.1759,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1 clam,
2017_L_03,25/5/17,20170525,5,2,2.1,0.9,0.5,0.4,,,18.9,7.8,35.9,15.7,29.6,33.2,,,,,0.3,0.2,0.4,0.4,0.4,0.3,,,,,0.7472,0.7525,0.1987,1.2191,1.2429,0.6831,1.2470,1.3474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,5,3,4.3,1.0,0.6,0.3,0.3,0.2,23.7,34.2,38.5,35.4,45.4,21.7,5.3,,,,0.3,0.4,0.4,0.5,0.5,0.4,0.3,,,,0.6995,0.7143,0.7951,1.1385,1.2624,1.2623,1.2743,1.4548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,5,4,5.0,0.8,0.5,0.4,0.3,0.4,28.1,32.7,35.6,2.6,20.0,39.1,,,,,0.3,0.3,0.4,0.2,0.4,0.3,,,,,0.7184,0.7293,0.5730,0.9556,1.0217,0.8710,1.2321,1.3582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
