bed_no,date_MM.DD.YY,species,boat_track,drone,drone_launch_time_AKDT,time_UTC,latitude_decimal_degrees,longitude_decimal_degrees,density
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:56:06,55.20256595,-133.1955441,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:56:20,55.20255069,-133.1955481,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:56:38,55.20253502,-133.1955434,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:56:53,55.20253033,-133.195505,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:57:12,55.20254617,-133.1954965,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:57:30,55.20253209,-133.1955006,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:57:50,55.20255807,-133.1955686,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:58:01,55.20257366,-133.1955726,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:58:15,55.20258003,-133.1955738,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:58:31,55.20257777,-133.1955597,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:58:46,55.20258036,-133.1955413,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:59:02,55.20254281,-133.1955373,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:59:18,55.20251909,-133.1955136,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:59:35,55.20251582,-133.1954769,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:59:53,55.20253913,-133.1954849,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:00:10,55.20253686,-133.1955026,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:00:28,55.20256385,-133.1955635,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:00:41,55.20258112,-133.1955809,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:00:56,55.20258808,-133.1955695,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:01:09,55.2025916,-133.1955403,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:01:24,55.20258958,-133.1955744,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:01:34,55.20257534,-133.1955689,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:01:52,55.20253125,-133.1955186,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:02:08,55.2025206,-133.1954985,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:02:23,55.20254038,-133.1955186,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:02:41,55.20253921,-133.1955409,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:02:52,55.20254793,-133.1955641,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:03:06,55.20255623,-133.1955619,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:03:24,55.2025833,-133.1955648,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:03:42,55.20258137,-133.1955819,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:03:56,55.20257961,-133.1955707,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:04:07,55.20257257,-133.195558,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:04:20,55.20256268,-133.195552,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:04:38,55.2025403,-133.1955325,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:04:52,55.20252882,-133.1955093,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:05:05,55.20254089,-133.1955,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:05:17,55.20255254,-133.1954929,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:05:28,55.20256503,-133.1955413,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:05:41,55.20257601,-133.1955749,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:05:52,55.20257383,-133.195573,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:06:06,55.20257969,-133.1955859,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:06:23,55.20259989,-133.1955767,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:06:39,55.20260149,-133.1955884,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:06:49,55.20257374,-133.1956232,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:07:02,55.2025626,-133.1956487,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:07:12,55.20255287,-133.1956239,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:07:28,55.20254533,-133.1955576,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:07:43,55.20253846,-133.1955349,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:07:54,55.20254164,-133.1955094,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:08:14,55.20255698,-133.1955253,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:08:26,55.20255815,-133.1955245,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:08:37,55.20255715,-133.1955262,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:08:51,55.20256343,-133.1955387,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:09:05,55.20257768,-133.1955498,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:09:20,55.20257081,-133.1955596,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:09:31,55.20255874,-133.1955939,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:09:50,55.2025527,-133.1955695,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:10:06,55.20253837,-133.1955383,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:10:23,55.20252924,-133.1955041,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:10:40,55.20253141,-133.1955154,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:10:56,55.2025294,-133.1955008,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:11:07,55.2025087,-133.1955161,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:11:20,55.20254323,-133.1955217,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:11:33,55.20255438,-133.1955254,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:11:48,55.20257299,-133.1955328,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:12:00,55.20258581,-133.1955452,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:12:11,55.20257073,-133.1955845,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:12:23,55.20256293,-133.195588,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:12:38,55.20253033,-133.1955645,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:12:53,55.20251482,-133.195529,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:13:07,55.2025258,-133.1955296,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:13:20,55.20253468,-133.1955273,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:13:36,55.20250996,-133.1955285,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:13:50,55.20250116,-133.19552,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:14:07,55.20253359,-133.1955866,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:14:21,55.20256511,-133.1955837,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:14:36,55.20258288,-133.1955467,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:14:48,55.2025688,-133.1955112,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:14:59,55.20256871,-133.195555,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:15:11,55.2025486,-133.1955688,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:15:27,55.20254105,-133.1955196,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:15:43,55.20254281,-133.195514,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:15:59,55.20254281,-133.1956535,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:16:16,55.20251457,-133.1957982,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:16:27,55.20249537,-133.195808,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:16:41,55.20251758,-133.1957881,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:16:53,55.20256117,-133.1957837,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:17:04,55.20257634,-133.19586,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:17:17,55.20257617,-133.1959061,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:17:33,55.2025636,-133.1959141,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:17:46,55.20257911,-133.1959057,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:18:05,55.20256452,-133.1958185,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:18:21,55.20254432,-133.1957617,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:18:39,55.20254969,-133.1957041,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:18:56,55.20256628,-133.1956122,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:19:13,55.20257274,-133.195526,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:19:25,55.20258556,-133.1954106,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:19:34,55.20253544,-133.1953481,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:19:41,55.20243385,-133.1953563,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:19:52,55.20227091,-133.1956833,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:20:04,55.2021803,-133.1960688,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:20:15,55.20216068,-133.1962054,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:20:27,55.20217066,-133.1963744,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:20:40,55.20219723,-133.1965077,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:20:56,55.20224492,-133.1965995,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:21:08,55.20227275,-133.1966228,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:21:17,55.20232178,-133.1966416,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:21:25,55.20236855,-133.1967231,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:21:34,55.2023569,-133.1969657,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:21:45,55.20233913,-133.1974835,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:21:54,55.20239244,-133.1980881,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:22:04,55.20249906,-133.1989801,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:22:13,55.20252077,-133.1999092,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:22:21,55.20254994,-133.2008597,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:22:28,55.20269411,-133.2018108,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:22:36,55.20297775,-133.2029128,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:22:44,55.20338067,-133.2038672,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:22:53,55.2039177,-133.2047804,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:22:59,55.20417905,-133.205477,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:23:09,55.20448264,-133.2067678,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:23:22,55.20483803,-133.2085841,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:23:40,55.20535201,-133.2112057,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:23:55,55.20580279,-133.2133107,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:24:03,55.2059426,-133.2141777,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:24:14,55.20606045,-133.2151582,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:24:22,55.20608048,-133.216013,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:24:26,55.20607528,-133.2164896,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:24:31,55.20597336,-133.2170468,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:24:41,55.2055225,-133.2179973,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:24:49,55.20527372,-133.2185745,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:24:58,55.20513735,-133.2192217,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:25:01,55.20511841,-133.2194284,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:25:11,55.20513341,-133.2201394,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:25:22,55.20517448,-133.2208784,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:25:34,55.205264,-133.221519,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:25:47,55.2053738,-133.2221695,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:26:01,55.20548411,-133.2228425,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:26:13,55.20554211,-133.2232444,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:26:21,55.20557958,-133.2234611,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:26:32,55.20564898,-133.2237664,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:26:43,55.20570137,-133.2240292,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:26:54,55.2057359,-133.2241959,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:27:07,55.20577253,-133.2243577,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:27:16,55.20579457,-133.2244075,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:27:27,55.20579969,-133.2243899,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:27:41,55.20580128,-133.2243318,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:27:54,55.20575719,-133.2242352,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:28:06,55.2057395,-133.2240849,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:28:18,55.20576289,-133.223974,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:28:30,55.2058027,-133.2239363,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:28:41,55.20583849,-133.2239307,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:28:55,55.2058711,-133.2239783,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:29:06,55.20589608,-133.2240085,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:29:19,55.20591192,-133.2240539,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:29:29,55.20592617,-133.2240952,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:29:37,55.20594235,-133.2241258,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:29:50,55.20597965,-133.2242025,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:30:06,55.20598895,-133.2242346,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:30:18,55.20599825,-133.2242266,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:30:30,55.20599247,-133.2242285,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:30:44,55.20598115,-133.2242499,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:30:59,55.20596179,-133.2242517,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:31:15,55.20597487,-133.2242556,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:31:31,55.20597981,-133.2242361,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:31:40,55.20597629,-133.2242317,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:31:54,55.20597302,-133.2242333,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:32:12,55.20596598,-133.2242224,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:32:31,55.20595249,-133.2242324,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:32:44,55.20594193,-133.2242364,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:33:01,55.20593866,-133.2242454,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:33:26,55.20591963,-133.2242256,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:33:40,55.20590697,-133.2242197,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:34:02,55.20590505,-133.224232,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:34:21,55.20592231,-133.2242284,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:34:40,55.20593002,-133.224219,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:34:58,55.2059286,-133.2241718,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:35:13,55.20593874,-133.2242198,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:35:33,55.20593866,-133.2242791,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:35:53,55.20591251,-133.2242548,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:36:14,55.20591318,-133.22424,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:36:36,55.20592885,-133.224277,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:36:53,55.20592248,-133.2242562,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:37:11,55.20592441,-133.224287,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:37:25,55.20594352,-133.2242734,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:37:45,55.20593816,-133.2242533,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:38:08,55.20593556,-133.2242658,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:38:29,55.20595157,-133.2242367,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:38:47,55.20596204,-133.2242572,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:39:03,55.20593279,-133.2242602,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:39:15,55.20593128,-133.2242472,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:39:32,55.20595492,-133.2242195,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:39:53,55.20595316,-133.2242212,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:40:13,55.20594109,-133.2242548,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:40:31,55.20594302,-133.2242521,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:40:51,55.20593589,-133.2242287,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:41:09,55.20592835,-133.2242366,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:41:32,55.2059457,-133.2241558,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:41:40,55.20593983,-133.224158,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:41:57,55.20595081,-133.2241624,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:42:20,55.20595919,-133.2241899,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:42:38,55.20597034,-133.224189,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:42:58,55.20598618,-133.2241935,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:43:16,55.20599674,-133.2242007,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:43:37,55.20600001,-133.2242254,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:43:48,55.20599809,-133.224241,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:44:04,55.20595877,-133.2242843,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:44:24,55.20596121,-133.2242631,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:44:43,55.20595634,-133.2242457,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:45:00,55.20595877,-133.2242262,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:45:17,55.20595844,-133.2242369,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:45:33,55.20597579,-133.2242068,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:45:47,55.20596548,-133.2242119,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:46:06,55.20597034,-133.2242712,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:46:20,55.20595165,-133.2242854,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:46:35,55.20596087,-133.2243061,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:46:52,55.20595349,-133.2243472,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:47:10,55.20596473,-133.2243399,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:47:29,55.20596179,-133.2242745,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:47:44,55.20594545,-133.2243123,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:48:04,55.20595023,-133.2242618,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:48:20,55.20593983,-133.2242365,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:48:38,55.20592843,-133.2242141,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:49:00,55.20593748,-133.2242303,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:49:15,55.2059545,-133.2242599,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:49:35,55.20596246,-133.2242503,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:49:50,55.20595769,-133.2242802,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:50:07,55.20594075,-133.2242677,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:50:23,55.20595274,-133.2242529,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:50:39,55.20595131,-133.224239,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:50:57,55.20595006,-133.2242502,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:51:10,55.20595676,-133.2242191,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:51:24,55.20595559,-133.2242226,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:51:39,55.20597403,-133.2242238,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:51:56,55.20599364,-133.2242712,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:52:18,55.20598937,-133.2242704,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:52:33,55.20597193,-133.2242965,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:52:52,55.20596087,-133.2243118,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:53:05,55.20593975,-133.2242983,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:53:20,55.2059281,-133.2242813,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:53:32,55.20592265,-133.2242594,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:53:54,55.20592961,-133.2242342,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:54:11,55.20594997,-133.2241949,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:54:23,55.20596338,-133.2241986,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:54:36,55.20595341,-133.2241745,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:54:53,55.2059519,-133.2241633,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:55:08,55.20596825,-133.2241836,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:55:22,55.20596565,-133.2241638,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:55:36,55.20596942,-133.2241413,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:55:57,55.20594712,-133.2241207,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:56:13,55.20592164,-133.2241342,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:56:30,55.20589801,-133.2241859,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:56:45,55.20589407,-133.2242392,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:56:55,55.20588929,-133.2242905,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:57:03,55.20585325,-133.2242729,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:57:19,55.20584906,-133.2242541,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:57:37,55.20586875,-133.2241734,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:57:50,55.20587705,-133.2241424,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:58:00,55.20589423,-133.2241212,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:58:18,55.20591251,-133.224095,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:58:34,55.20594075,-133.2240682,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:58:45,55.20596783,-133.2240506,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:58:50,55.20598149,-133.2240558,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:58:59,55.20603371,-133.2240491,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:59:01,55.20604913,-133.2240531,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:59:10,55.20611904,-133.2241406,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:59:16,55.20613681,-133.2242657,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:59:31,55.20607889,-133.224665,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:59:39,55.20610831,-133.2249069,3
