"","site","date_DDMMYY","date_YYYYMMDD","quadrat_number","plant_number","rhizome_length_cm","internode1_length_cm","internode2_length_cm","internode3_length_cm","internode4_length_cm","internode5_length_cm","leaf1_length_cm","leaf2_length_cm","leaf3_length_cm","leaf4_length_cm","leaf5_length_cm","leaf6_length_cm","leaf7_length_cm","leaf8_length_cm","leaf9_length_cm","leaf10_length_cm","leaf1_width_cm","leaf2_width_cm","leaf3_width_cm","leaf4_width_cm","leaf5_width_cm","leaf6_width_cm","leaf7_width_cm","leaf8_width_cm","leaf9_width_cm","leaf10_width_cm","rhizome_fw_g","shoot_fw_g","xs_shoot_fw_g","isopod_count","isopod_fw_g","gammarid_count","gammarid_fw_g","caprelid_count","caprelid_fw_g","limpet_count","limpet_fw_g","gastropod_count","gastropod_fw_g","crab_count","crab_fw_g","polychaete_count","other_epifauna","notes","epiphyte_dw_g","rhizome_dw_g","shoot_dw_g","xs_shoot_dw_g","isopod_dw_g","gammarid_dw_g","caprelid_dw_g","limpet_dw_g","gastropod_dw_g","crab_dw_g"
"61","2017_H_02","28/5/17",20170528,5,1,3.9,1.1,1,0.5,0.4,0.4,42.4,32.2,8.3,2.5,21,39.8,NA,NA,NA,NA,0.3,0.4,0.3,0.1,0.3,0.3,NA,NA,NA,NA,0.5132,0.653,5.279,NA,NA,NA,NA,NA,NA,1,0.0067,NA,"",NA,NA,6,"","",0.00889999999999991,0.0595000000000001,0.091,0.5071,NA,NA,NA,0.0015,NA,NA
"62","2017_H_02","28/5/17",20170528,5,2,4.3,1.1,1.2,0.6,0.5,0.3,34,25.7,36.4,10.8,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,0.3557,0.6748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0122,0.0569,0.0837999999999999,NA,NA,NA,NA,NA,NA,NA
"63","2017_H_02","28/5/17",20170528,5,3,3.9,1.2,1.1,0.6,0.2,0.2,33.2,45.2,3.7,40.6,12.4,26,34.5,NA,NA,NA,0.3,0.3,0.2,0.4,0.4,0.4,0.3,NA,NA,NA,0.8897,1.0568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0124,0.0859,0.138,NA,NA,NA,NA,NA,NA,NA
"64","2017_H_02","28/5/17",20170528,5,4,2.2,0.3,0.5,0.3,0.3,0.5,12.9,20.2,8.2,26,NA,NA,NA,NA,NA,NA,0.2,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,0.1474,0.3449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0102,0.0165000000000001,0.0388999999999999,NA,NA,NA,NA,NA,NA,NA
"65","2017_H_02","28/5/17",20170528,5,5,5,1.6,1.1,1,0.5,0.3,16.2,39.6,31.2,16.6,43.6,31.4,NA,NA,NA,NA,0.3,0.5,0.5,0.5,0.5,0.4,NA,NA,NA,NA,0.589,1.4373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0117,0.0754000000000001,0.1648,NA,NA,NA,NA,NA,NA,NA
"66","2017_H_02","28/5/17",20170528,6,1,5,0.6,1.1,1.1,1,0.5,39,40.8,24,47.2,NA,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.9282,1.475,17.2114,1,0.1456,NA,NA,NA,NA,4,0.0601,NA,"",NA,NA,11,"","",0.0123,0.1426,0.1877,1.7239,0.0284,NA,NA,0.0189999999999999,NA,NA
"67","2017_H_02","28/5/17",20170528,6,2,5,1.5,2,NA,NA,NA,40.4,46.2,47.4,10.1,2.7,30.4,58.4,NA,NA,NA,0.4,0.5,0.6,0.6,0.3,0.6,0.6,NA,NA,NA,0.771,2.3954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0155,0.0849,0.3004,NA,NA,NA,NA,NA,NA,NA
"68","2017_H_02","28/5/17",20170528,6,3,5,0.9,2.6,NA,NA,NA,42.4,48.6,65.4,77,41.2,12.6,NA,NA,NA,NA,0.5,0.5,0.6,0.6,0.6,0.6,NA,NA,NA,NA,0.7888,3.3704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0146000000000001,0.0969,0.422,NA,NA,NA,NA,NA,NA,NA
"69","2017_H_02","28/5/17",20170528,6,4,5,1.1,2.3,1.6,NA,NA,38.4,52.2,31.6,13.1,49.4,NA,NA,NA,NA,NA,0.4,0.5,0.6,0.6,0.6,NA,NA,NA,NA,NA,0.8343,1.9311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0119,0.1012,0.2456,NA,NA,NA,NA,NA,NA,NA
"70","2017_H_02","28/5/17",20170528,6,5,5,2,1.8,1.2,NA,NA,27.2,54.2,22,44.8,45,NA,NA,NA,NA,NA,0.4,0.6,0.6,0.6,0.5,NA,NA,NA,NA,NA,0.7698,2.0193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00819999999999999,0.1025,0.2659,NA,NA,NA,NA,NA,NA,NA
"71","2017_H_02","28/5/17",20170528,7,1,5,1.1,0.5,0.4,0.2,0.2,22.5,37.2,27,6.9,34.2,40,NA,NA,NA,NA,0.4,0.4,0.5,0.4,0.4,0.4,NA,NA,NA,NA,0.723,1.3285,26.528,NA,NA,2,0.0047,NA,NA,4,0.0756,NA,"",NA,NA,15,"1 bivalve, 1 barnacle","",0.0124,0.0859999999999999,0.175,2.76,NA,0.000200000000000033,NA,0.0254,NA,NA
"72","2017_H_02","28/5/17",20170528,7,2,5,1.9,2.1,NA,NA,NA,38.4,46.4,47.6,14.6,36.4,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.6,NA,NA,NA,NA,NA,0.5728,1.9023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.011,0.0669,0.2162,NA,NA,NA,NA,NA,NA,NA
"73","2017_H_02","28/5/17",20170528,7,3,5,1.4,2.1,1.5,NA,NA,51.8,32,8.9,45.8,30,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.9124,1.7084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0113,0.0906999999999999,0.2112,NA,NA,NA,NA,NA,NA,NA
"74","2017_H_02","28/5/17",20170528,7,4,5,1.3,0.7,0.5,0.5,0.5,40.6,35.6,44.4,19.5,38.2,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.7124,1.5269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0105999999999999,0.0775000000000001,0.2015,NA,NA,NA,NA,NA,NA,NA
"75","2017_H_02","28/5/17",20170528,7,5,5,1,1,0.5,0.5,0.4,23.2,40.8,28.4,40.6,10,26.1,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,0.5,NA,NA,NA,NA,1.0297,1.4653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0106999999999999,0.1184,0.1829,NA,NA,NA,NA,NA,NA,NA
"76","2017_H_02","28/5/17",20170528,8,1,5,1.5,0.6,0.6,0.6,0.3,21.5,46.2,38.4,20.4,47.6,39,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,1.2299,1.8833,23.435,1,0.1964,NA,NA,NA,NA,2,0.0168,NA,"",NA,NA,9,"","",0.0123,0.1361,0.2248,2.3607,0.0536,NA,NA,0.00519999999999998,NA,NA
"77","2017_H_02","28/5/17",20170528,8,2,5,1.8,1.2,0.6,0.4,0.3,42.4,47.6,45,27.2,57.2,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.6,NA,NA,NA,NA,NA,1.176,1.9798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0104,0.1033,0.2437,NA,NA,NA,NA,NA,NA,NA
"78","2017_H_02","28/5/17",20170528,8,3,5,1.6,1,0.6,1,NA,50.8,58.8,46.6,57.2,27.6,NA,NA,NA,NA,NA,0.4,0.5,0.6,0.6,0.5,NA,NA,NA,NA,NA,0.832,2.5394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00639999999999996,0.09,0.3069,NA,NA,NA,NA,NA,NA,NA
"79","2017_H_02","28/5/17",20170528,8,4,5,1,2,0.7,0.6,0.5,38,53.8,25.8,51.6,45.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,1.0808,1.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00700000000000001,0.1098,0.2385,NA,NA,NA,NA,NA,NA,NA
"80","2017_H_02","28/5/17",20170528,8,5,5,1,1,0.4,0.6,0.4,26.4,48.2,28,43,43.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.6234,1.7844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00960000000000005,0.0730000000000002,0.227,NA,NA,NA,NA,NA,NA,NA
"81","2017_H_03","25/6/17",20170625,1,1,5,2.1,NA,NA,NA,NA,79.9,100.2,35.2,70,84.9,14,21.8,NA,NA,NA,0.7,0.7,0.6,0.7,0.7,0.4,0.4,NA,NA,NA,0.6985,5.2975,31.3858,NA,NA,1,0.0075,NA,NA,11,0.6092,2,"0.0056",NA,NA,9,"","",0.00670000000000004,0.0912999999999999,0.7568,3.2389,NA,0.00130000000000002,NA,0.1851,0.002,NA
"82","2017_H_03","25/6/17",20170625,1,2,5,1.7,2.1,NA,NA,NA,101.8,84,88.1,72.3,20.2,40.2,29.8,5.7,NA,NA,0.6,0.6,0.6,0.6,0.3,0.5,0.4,0.3,NA,NA,0.7154,5.0919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00770000000000004,0.0895999999999999,0.6656,NA,NA,NA,NA,NA,NA,NA
"83","2017_H_03","25/6/17",20170625,1,3,5,1.1,1.7,2.4,NA,NA,78.6,97.8,82.4,70.8,33.6,17.2,40,NA,NA,NA,0.6,0.6,0.6,0.6,0.4,0.5,0.4,NA,NA,NA,1.027,4.9208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00839999999999996,0.1169,0.6033,NA,NA,NA,NA,NA,NA,NA
"84","2017_H_03","25/6/17",20170625,1,4,5,0.9,2,1.7,NA,NA,81.6,58.1,93.6,23.7,16.5,23.5,19.8,73.3,3,NA,0.6,0.6,0.6,0.5,0.3,0.3,0.5,0.6,0.3,NA,0.7272,4.3189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00570000000000004,0.3684,0.5879,NA,NA,NA,NA,NA,NA,NA
"85","2017_H_03","25/6/17",20170625,1,5,5,1.3,2,NA,NA,NA,12.3,102.7,80.4,93.2,18.2,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.5,NA,NA,NA,NA,NA,0.6803,5.4741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00680000000000003,0.0938000000000001,0.7558,NA,NA,NA,NA,NA,NA,NA
"86","2017_H_03","25/6/17",20170625,2,1,5,1,1.3,1.9,NA,NA,77.9,74.2,42.8,35.6,74.1,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.4,0.5,NA,NA,NA,NA,NA,0.4632,3.3027,15.5813,NA,NA,NA,NA,NA,NA,3,0.1664,1,"0.0033",NA,NA,2,"","",0.00209999999999999,0.0617999999999999,0.4326,1.5025,NA,NA,NA,0.0437,0.00119999999999998,NA
"87","2017_H_03","25/6/17",20170625,2,2,5,1.3,2,1.7,NA,NA,69.8,45.2,65.6,71.2,13.6,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.4869,2.7678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.002,0.0629,0.3502,NA,NA,NA,NA,NA,NA,NA
"88","2017_H_03","25/6/17",20170625,2,3,5,1.2,2,NA,NA,NA,76,34,101.6,54.9,67.8,88.4,70.3,13.2,12.6,NA,0.5,0.6,0.6,0.5,0.4,0.5,0.5,0.3,0.3,NA,0.5052,5.2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00240000000000007,0.0673999999999999,0.7454,NA,NA,NA,NA,NA,NA,NA
"89","2017_H_03","25/6/17",20170625,2,4,5,1.1,1.7,1.7,NA,NA,25,32.4,21,27.5,32.2,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.5042,2.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00180000000000002,0.0655999999999999,0.2397,NA,NA,NA,NA,NA,NA,NA
"90","2017_H_03","25/6/17",20170625,2,5,5,2,2.2,NA,NA,NA,52,40,44.6,7.3,40.4,49.4,50.4,NA,NA,NA,0.6,0.6,0.6,0.3,0.5,0.5,0.5,NA,NA,NA,0.5223,3.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00119999999999998,0.071,0.4172,NA,NA,NA,NA,NA,NA,NA
"91","2017_H_03","25/6/17",20170625,3,1,5,1.2,1.5,1.1,0.7,NA,88.1,62.6,46.8,57.6,9,9.2,NA,NA,NA,NA,0.4,0.5,0.4,0.4,0.2,0.3,NA,NA,NA,NA,0.4663,2.4752,23.6901,NA,NA,2,0.0069,2,0.0063,13,0.8388,1,"0.0040",NA,NA,8,"","",9.9999999999989e-05,0.0663,0.3125,2.4053,NA,9.9999999999989e-05,0,0.2646,0.00209999999999999,NA
"92","2017_H_03","25/6/17",20170625,3,2,5,1.4,1.4,2.1,NA,NA,60.2,40.1,4.4,77.8,78.4,NA,NA,NA,NA,NA,0.5,0.5,0.3,0.5,0.4,NA,NA,NA,NA,NA,0.5494,2.1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000499999999999945,0.0715999999999999,0.3075,NA,NA,NA,NA,NA,NA,NA
"93","2017_H_03","25/6/17",20170625,3,3,5,1,1.5,1.3,NA,NA,66,54.4,77.4,49,21.9,NA,NA,NA,NA,NA,0.5,0.4,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.5667,2.3613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0717000000000001,0.3459,NA,NA,NA,NA,NA,NA,NA
"94","2017_H_03","25/6/17",20170625,3,4,5,0.9,1.6,2.3,NA,NA,45.2,10.8,65.2,66.6,53.4,39.1,NA,NA,NA,NA,0.5,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,0.6266,2.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0838999999999999,0.3831,NA,NA,NA,NA,NA,NA,NA
"95","2017_H_03","25/6/17",20170625,3,5,5,1.2,2.4,NA,NA,NA,93.2,70.8,102.5,74.4,23.4,6.6,19.2,NA,NA,NA,0.6,0.5,0.6,0.5,0.5,0.2,0.3,NA,NA,NA,0.4428,3.8961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",9.9999999999989e-05,0.0508,0.5317,NA,NA,NA,NA,NA,NA,NA
"96","2017_H_03","25/6/17",20170625,4,1,5,1.5,2.7,NA,NA,NA,75.5,73.6,85.7,59.8,39.1,5.7,NA,NA,NA,NA,0.5,0.5,0.6,0.5,0.5,0.4,NA,NA,NA,NA,0.5848,3.4698,11.9845,NA,NA,5,0.0076,1,0.0011,6,0.3586,1,"0.0012",NA,NA,13,"","",0.000399999999999956,0.0647000000000002,0.4973,1.3885,NA,0.000300000000000078,9.9999999999989e-05,0.0875999999999999,5e-04,NA
"97","2017_H_03","25/6/17",20170625,4,2,5,0.8,2.5,NA,NA,NA,77.2,96.3,26.2,85.5,92.8,45.2,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,NA,0.7241,5.1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0842999999999998,0.7322,NA,NA,NA,NA,NA,NA,NA
"98","2017_H_03","25/6/17",20170625,4,3,5,1,1.8,1.5,NA,NA,39.7,32.2,43.4,22.4,NA,NA,NA,NA,NA,NA,0.5,0.4,0.5,0.4,NA,NA,NA,NA,NA,NA,0.5323,1.4504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0798000000000001,0.2072,NA,NA,NA,NA,NA,NA,NA
"99","2017_H_03","25/6/17",20170625,4,4,5,1.6,1.5,1.5,NA,NA,18.7,63.6,52.2,19.5,7.4,66.8,55.7,NA,NA,NA,0.4,0.5,0.5,0.3,0.3,0.5,0.5,NA,NA,NA,0.4936,2.8394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0635000000000001,0.3746,NA,NA,NA,NA,NA,NA,NA
"100","2017_H_03","25/6/17",20170625,4,5,4.5,0.4,0.9,1.2,1.1,0.7,74.6,58.5,22.7,62.7,37.1,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.5272,1.9763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0618000000000001,0.269,NA,NA,NA,NA,NA,NA,NA
"101","2017_H_03","25/6/17",20170625,5,1,5,0.9,1.4,1.3,0.6,0.5,61.4,76.9,38.2,62.7,20.8,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.3,NA,NA,NA,NA,NA,0.4879,1.7889,34.7831,1,0.0861,NA,NA,NA,NA,14,0.7403,1,"",NA,NA,3,"","FW missing from gastropod",0.0107999999999999,0.0655999999999999,0.2641,3.7996,0.0336000000000001,NA,NA,0.2472,1e-04,NA
"102","2017_H_03","25/6/17",20170625,5,2,5,2,2.7,NA,NA,NA,28.4,96.6,81.5,78.2,NA,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,0.6439,3.6742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0199,0.0746999999999999,0.4548,NA,NA,NA,NA,NA,NA,NA
"103","2017_H_03","25/6/17",20170625,5,3,5,1.1,2.5,NA,NA,NA,74.1,62.3,96.3,65,30.5,85.8,NA,NA,NA,NA,0.6,0.6,0.7,0.6,0.6,0.6,NA,NA,NA,NA,0.7015,5.0741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00249999999999995,0.0849,0.6802,NA,NA,NA,NA,NA,NA,NA
"104","2017_H_03","25/6/17",20170625,5,4,5,1.6,2.4,NA,NA,NA,50.8,62.6,4.6,38.7,71.8,73.8,82.6,NA,NA,NA,0.6,0.6,0.3,0.5,0.6,0.6,0.6,NA,NA,NA,0.7121,4.3407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00109999999999999,0.1004,0.6089,NA,NA,NA,NA,NA,NA,NA
"105","2017_H_03","25/6/17",20170625,5,5,5,1,2.4,NA,NA,NA,63.4,63.4,22.7,87.3,82.5,NA,NA,NA,NA,NA,0.6,0.6,0.5,0.6,0.6,NA,NA,NA,NA,NA,0.4887,3.8879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0649,0.6408,NA,NA,NA,NA,NA,NA,NA
"106","2017_H_03","25/6/17",20170625,6,1,5,0.6,1.2,1.7,1,0.2,63.3,47.8,40.9,30.4,20.8,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.2699,1.5159,22.735,2,0.5249,2,0.0046,1,0.0024,4,0.2325,NA,"",NA,NA,5,"1 barnacle","",0,0.0364000000000002,0.2322,2.6051,0.1162,9.9999999999989e-05,0.000200000000000033,0.0666,NA,NA
"107","2017_H_03","25/6/17",20170625,6,2,2.3,0.6,1,NA,NA,NA,4.1,33.4,43.4,26.6,NA,NA,NA,NA,NA,NA,0.3,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.1229,1.0941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0161,0.1379,NA,NA,NA,NA,NA,NA,NA
"108","2017_H_03","25/6/17",20170625,6,3,5,0.9,1.2,1.7,1.3,NA,51,58.9,7.7,34.8,61,NA,NA,NA,NA,NA,0.5,0.4,0.3,0.4,0.4,NA,NA,NA,NA,NA,0.5075,1.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000499999999999945,0.0660999999999998,0.224,NA,NA,NA,NA,NA,NA,NA
"109","2017_H_03","25/6/17",20170625,6,4,5,1.8,1.7,1.1,NA,NA,66.8,57.5,22.2,42,62.9,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.5263,2.0861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0612999999999999,0.2972,NA,NA,NA,NA,NA,NA,NA
"110","2017_H_03","25/6/17",20170625,6,5,5,1.2,2,NA,NA,NA,45.1,62,68.4,12.4,45.7,77.4,NA,NA,NA,NA,0.6,0.6,0.5,0.5,0.5,0.6,NA,NA,NA,NA,0.5638,3.2176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0714999999999999,0.4645,NA,NA,NA,NA,NA,NA,NA
"111","2017_H_03","25/6/17",20170625,7,1,5,0.7,1.3,1,NA,NA,34,64.4,78.8,34.3,8.7,29,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.4,0.5,NA,NA,NA,NA,0.4736,2.125,17.9445,2,0.2857,8,0.0103,1,0.0028,11,0.3523,NA,"",NA,NA,3,"","",0.00559999999999994,0.0594999999999999,0.2548,1.7617,0.0861999999999999,0.000399999999999956,9.9999999999989e-05,0.1287,NA,NA
"112","2017_H_03","25/6/17",20170625,7,2,5,2.1,NA,NA,NA,NA,19.1,82.2,57.9,80.4,19.7,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,0.5931,3.1468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0691000000000002,0.4224,NA,NA,NA,NA,NA,NA,NA
"113","2017_H_03","25/6/17",20170625,7,3,5,1.4,3.6,NA,NA,NA,105.2,22.2,68.4,87.2,93.8,NA,NA,NA,NA,NA,0.7,0.7,0.7,0.6,0.7,NA,NA,NA,NA,NA,0.6345,5.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0748,0.6642,NA,NA,NA,NA,NA,NA,NA
"114","2017_H_03","25/6/17",20170625,7,4,2.5,1.1,NA,NA,NA,NA,34.8,76.4,50.3,46.8,7.5,81.4,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,0.5,NA,NA,NA,NA,0.2147,2.6582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.001,0.0226,0.3654,NA,NA,NA,NA,NA,NA,NA
"115","2017_H_03","25/6/17",20170625,7,5,5,1.6,1.9,NA,NA,NA,55.1,77.4,69.8,60.3,21.1,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.5151,2.3487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0657999999999999,0.3337,NA,NA,NA,NA,NA,NA,NA
"116","2017_H_03","25/6/17",20170625,8,1,5,1.1,1.3,2.2,NA,NA,31.2,46.1,35.4,57,69.2,27.5,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,0.6149,2.5255,13.2608,NA,NA,5,0.0031,1,NA,5,0.2189,2,"0.0041",NA,NA,2,"","",0.000699999999999923,0.0755000000000001,0.3008,1.4518,NA,0.000299999999999967,1e-04,0.0832000000000001,0.000799999999999967,NA
"117","2017_H_03","25/6/17",20170625,8,2,5,1.2,2.5,NA,NA,NA,11.7,13.8,79,58.6,11.9,36.4,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.5,0.5,NA,NA,NA,NA,0.495,2.7594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.1435,0.3535,NA,NA,NA,NA,NA,NA,NA
"118","2017_H_03","25/6/17",20170625,8,3,5,2,2.7,NA,NA,NA,23.5,46.2,72.4,18.3,55.4,74.6,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,NA,0.6378,3.5023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0701999999999998,0.3988,NA,NA,NA,NA,NA,NA,NA
"119","2017_H_03","25/6/17",20170625,8,4,5,1.7,1.7,1.6,NA,NA,39,77.4,42.2,83.3,57.4,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.6,0.5,NA,NA,NA,NA,NA,0.6757,2.9257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0871,0.3717,NA,NA,NA,NA,NA,NA,NA
"120","2017_H_03","25/6/17",20170625,8,5,5,1.1,1,0.9,1.2,NA,27.9,60,22.5,4.5,40.9,51.8,NA,NA,NA,NA,0.5,0.5,0.5,0.4,0.5,0.5,NA,NA,NA,NA,0.7489,1.8275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0802,0.2438,NA,NA,NA,NA,NA,NA,NA
"121","2017_H_04","24/6/17",20170624,1,1,5,1.1,2.5,NA,NA,NA,17.3,80.8,88.2,78.4,43.4,NA,NA,NA,NA,NA,0.7,0.6,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.7568,3.2455,24.3928,2,0.3801,NA,NA,1,0.0017,4,0.1005,NA,"",NA,NA,4,"","",0.0134,0.1145,0.452,2.8554,0.0714,NA,0.000199999999999978,0.0487,NA,NA
"122","2017_H_04","24/6/17",20170624,1,2,5,1.5,1.8,1,NA,NA,31.4,82,69.8,96,23.5,53.6,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,0.8378,3.0746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0136999999999999,0.1081,0.4342,NA,NA,NA,NA,NA,NA,NA
"123","2017_H_04","24/6/17",20170624,1,3,5,1,1.5,1,0.7,0.5,50,60.4,64.2,35,77.1,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,1.2062,2.2264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0129,0.191,0.3192,NA,NA,NA,NA,NA,NA,NA
"124","2017_H_04","24/6/17",20170624,1,4,5,0.5,1.1,1.4,0.6,0.5,11.4,31.4,5.6,51.6,37.8,69.4,NA,NA,NA,NA,0.3,0.5,0.3,0.5,0.5,0.5,NA,NA,NA,NA,0.5944,1.5598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00829999999999997,0.0858,0.2359,NA,NA,NA,NA,NA,NA,NA
